original_name,suggested_db_id,description,size
9f8a367d189c4219981fd1781e6ae82b,copper_animatronic_rabbit_01,"A 3D model of a bipedal animatronic rabbit character, resembling Bonnie from the Five Nights at Freddy's franchise. The model features a distinct shiny metallic copper or bronze texture that gives it a foil-like appearance. It has long ears, one of which is bent backwards, and wears a blue bowtie. The figure is posed with arms extended horizontally, revealing mechanical joints and segmented limbs typical of an animatronic robot.","""[1.594, 1.627, 0.423]"""
9fa921b2ddba4f8aabf332ae797c63be,anime_character_sitting_01,"A low-poly 3D model of a humanoid character with spiky hair, resembling an anime or manga style. The character is depicted in a seated position with knees bent and arms outstretched to the sides. The silhouette suggests a martial arts or fantasy theme, possibly a Super Saiyan character. The model is presented as a white mesh against a gray background.","""[1.113, 1.051, 1.450]"""
9fc9b99c352d4503a8b4e23449a6f8d1,unknown_object,Unrecognizable or abstract object.,"""[1920.559, 1833.099, 1445.927]"""
9fe2ee9358df4807b65f9b16edf17f48,wooden_log_01,"A vertical wooden log or tree trunk with rough bark texture. The object has an irregular, natural shape with a somewhat flat top surface visible in the superior view. It appears to be a large piece of timber or a standing tree trunk.","""[2.221, 7.562, 6.414]"""
9fefc20019924865a378260c98e9e133,katana_01,"A 3D model of a katana, a traditional Japanese sword. The object features a long, curved blade with a silver metallic finish and a visible fuller (groove) running along the spine. The hilt is wrapped in a brown, textured material with a repeating geometric pattern. A simple, circular silver guard (tsuba) separates the blade from the handle. The blade tapers to a sharp point.","""[4.885, 4.263, 0.461]"""
a00cf898635745d2b69194a7eb9d0dbd,bubble_tea_cup_01,"A 3D model of a bubble tea drink in a disposable cup. The object consists of a transparent, cylindrical plastic cup containing dark, round tapioca pearls clustered at the bottom. The cup is covered by a flat, white lid. A green, cylindrical straw pierces the lid and extends diagonally upwards. The materials appear to be matte plastic for the lid and straw, and clear plastic for the cup.","""[3.151, 4.809, 2.509]"""
a041178ec5b247d7b6002bbf75a46811,unknown_object,Unrecognizable or abstract object.,"""[1589.000, 203.142, 1639.000]"""
a05543a95c8243ea8e5cbb0efccef8b5,unknown_object,Unrecognizable or abstract object.,"""[1746.000, 1290.000, 1725.052]"""
a06b84c81b5e489fb98a78ee985ca9d4,stone_viaduct_01,"A voxel-art style stone viaduct or bridge characterized by a long, flat grey deck supported by a series of repeating arches. The structure is built from blocky grey materials and spans across a green, grassy terrain populated with pixelated trees. It resembles a railway bridge or aqueduct designed to cross a valley or depression.","""[131.792, 41.839, 83.677]"""
a06d8af625a94434b9c35a9be70c441a,german_shepherd_01,"A 3D model of a German Shepherd dog. The animal features the breed's characteristic black and tan coat, with a black saddle on the back and tan legs and face. It has upright pointed ears and a long snout. The asset appears to be a 3D scan or textured mesh, showing some texture artifacts or missing geometry on the flank in the side view. The views display the dog in a standing profile, a standing rear view, and a top-down view where the dog appears to be lying down.","""[1.377, 1.048, 0.514]"""
a0739726481743da91f1173dcaf1ac6c,blue_rectangular_plate_01,"A thin, light blue rectangular plate or slab. The object is a flat, rectangular prism with a uniform light blue color. It appears to be a generic geometric primitive representing a flat surface, possibly a sheet of glass or plastic.","""[141.598, 5.292, 55.872]"""
a0881f1384054324802093b869b9c85e,mouse_archer_bird_mount,"A 3D game asset depicting a composite character of a mouse archer riding a large bird. The mouse is tan-colored with pink ears, wearing a red tunic and a green quiver on its back, and is holding a wooden bow. The bird is large and stylized with a blue and purple gradient body, pink legs, and a beige beak. The model appears to function as a mounted unit or mount within a simulation or video game environment.","""[0.817, 1.636, 1.655]"""
a09072f04a2c4d759db7cc9774c5d1da,falcon_scientific_editing_sign,"A 3D extruded logo sign featuring the text ""FALCON SCIENTIFIC EDITING"" arranged in a circular formation. The text is teal with a slight extrusion, surrounding a central, stylized golden falcon bird icon. The object appears to be a flat sign or plaque with a small thickness, likely made of a smooth material like plastic or painted metal.","""[127.787, 128.541, 18.393]"""
a095d9d8a5be4547a7885ba93c3cb143,plastic_protractor_01,"A white plastic protractor used for measuring angles. The object features a semi-circular arc with degree markings along the curved edge and a straight base extending from the center. The base includes a rectangular cutout and ruler markings along the straight edge. The material appears to be a standard white plastic, typical for geometry tools.","""[37.018, 2.696, 18.000]"""
a0a263937efe4742b61af838a5641e00,building_facade_01,"A 3D asset representing a section of a building facade. It features a light green wall on the left with a window protected by a metal grate, a central red brick archway framing a white double door with diamond-shaped patterns, and a yellow wall section on the right with a similar barred window. The geometry includes a flat roofline or top edge visible in the superior view.","""[10.000, 6.190, 8.815]"""
a0a4ae6be5a94a579220e80362c83b9a,cafe_kiosk_01,"A small, single-story commercial kiosk or cafe stand. The structure is primarily white with a flat roof and a grey base. A distinctive vertical pink column is attached to the side. The front features large glass windows displaying interior shelves, suggesting a retail or food service function. The asset appears to be a low-poly 3D model intended for a simulation environment.","""[7.213, 8.920, 12.544]"""
a0a83601bddd4dfe8878a324d7de6947,unknown_object,Unrecognizable or abstract object.,"""[50300.040, 5600.004, 30300.060]"""
a0b5a145c42d4f30b896025710828559,modern_floor_lamp_01,"A tall, modern floor lamp featuring a flat, circular dark base. The structure consists of a central vertical stem flanked by two curved, dark metal rods that form an elegant hourglass shape. The design is accented by two glossy, dark spherical beads, one positioned near the base and another where the curved arms converge near the top. At the apex sits a large, flat, white circular disc acting as a light diffuser or shade.","""[59.607, 199.913, 60.267]"""
a0f5bed64bdd46919e2e88b3e9d54053,unknown_object,Unrecognizable or abstract object.,"""[13430.000, 8334.113, 6860.001]"""
a0f6c4da88e644ac90c6f6a973ce11cc,sea_turtle_tagged_132,"A 3D model of a sea turtle, likely a Green Sea Turtle, characterized by a dark grey carapace and a pale yellowish-white plastron. The shell is marked with the number '132' painted in orange, suggesting it is a tagged specimen used for research or tracking. The model features detailed textures on the flippers, head, and shell scutes.","""[1.163, 0.476, 1.152]"""
a0ff2ae15e75401a8e3ca21a392fa7d3,female_3d_model_black_outfit,"A 3D character model of a female figure with black hair styled in twin buns decorated with red and white flower accessories. She is dressed in a black strapless tube top and a short black skirt with a white frilled hem. The outfit includes black straps around the thighs and knees, and she wears black platform heels with ankle straps. The model is presented in standing poses from the back, side, and top-down perspectives.","""[13.270, 21.025, 5.336]"""
a119d87952134068b5cb99d3a0aeb52f,unknown_object,Unrecognizable or abstract object.,"""[16540.000, 3400.002, 11690.000]"""
a13ce2514d474ec785c1d346eaf99e19,pink_plastic_dual_dome,"A bright pink 3D object composed of two large, smooth, hemispherical domes. A central, vertical cylindrical post with visible threading is positioned between the two domes. The top surface of each dome features a concentric circular depression. The object has a smooth, plastic-like finish.","""[110.001, 15.663, 50.000]"""
a13fcb2f97ae4ddc902878bef94b93ae,fountain_statue_01,"A bronze fountain statue featuring human figures, likely a woman and a child, situated within a rectangular basin. The sculpture exhibits a greenish patina typical of oxidized bronze. The figures appear to be in a seated or reclining pose. The basin is a rectangular structure with a greenish rim, likely made of stone or concrete, surrounding the central statue.","""[5.873, 2.591, 8.009]"""
a14468fbb5924c6f81eff673905ebbcc,sonic_character_tails_01,"A 3D model of the character Miles 'Tails' Prowler from the Sonic the Hedgehog franchise. The object is an anthropomorphic fox with yellow fur, two large bushy tails with white tips, and white gloves. He is wearing red and white sneakers with black soles. The model appears to be a base mesh or low-poly asset with flat shading, lacking complex textures.","""[0.795, 1.158, 0.824]"""
a14d471ffda04d38a1910b9ef87e8dff,laptop_01,"A dark grey laptop computer with a standard clamshell design. The device features a rectangular screen with a dark bezel and a keyboard deck containing a full QWERTY layout and a central trackpad. The side profile reveals ventilation grilles and connectivity ports, including an HDMI port and USB slots. The chassis appears to be constructed from a matte plastic or metal alloy typical of consumer electronics.","""[3.286, 2.205, 2.281]"""
